#Mod_Status,#Mod_Name,#Nexus_ID,#Mod_Nexus_URL,#Mod_Version,#Download_File_Name
+,Sorcerer - A Staff and Scroll Overhaul (Requires Ayleid Ruins Retexture),95196,https://www.nexusmods.com/skyrimspecialedition/mods/95196,1.0.0.0,Sorcerer - A Staff and Scroll Overhaul-95196-1-0-0-1688744197.7z
+,Sorcerer - GIST Patch,95196,https://www.nexusmods.com/skyrimspecialedition/mods/95196,1.0.0.0,Sorcerer - GIST Patch-95196-1-0-0-1688744292.7z
+,Sorcerer - The Great Cities - Minor Cities Patch,95212,https://www.nexusmods.com/skyrimspecialedition/mods/95212,1.0.0.0,Sorcerer - The Great Cities - Minor Cities Patch-95212-1-0-0-1688742206.7z
+,Poached Bugs VR - Simonrim Choice Config,107053,https://www.nexusmods.com/skyrimspecialedition/mods/107053,0.5.0.0,Simonrim Choice Config 0.5.0-107053-0-5-0-1725244698.7z
+,Ayleid Ruins Retexture (Required for Sorcerer),83802,https://www.nexusmods.com/skyrimspecialedition/mods/83802,0.0.1.0,Ayleid Ruins Retexture-83802-0-0-1-1675037988.zip
+,Realistic AI Detection SE (Light),2345,https://www.nexusmods.com/skyrimspecialedition/mods/2345,3.1.0.0,Realistic AI Detection 3 - Lite-2345-3-1-1650801693.zip
+,RAID Adjustments,127543,https://www.nexusmods.com/skyrimspecialedition/mods/127543,1.0.0.0,RAID Adjustments-127543-1-0-1724500777.7z
+,Shout Cooldowns That Make Sense,21514,https://www.nexusmods.com/skyrimspecialedition/mods/21514,1.0.0.0,Shout Cooldowns That Make Sense-21514-1-0-1543381274.7z
+,Blade and Blunt - A Combat Overhaul,34549,https://www.nexusmods.com/skyrimspecialedition/mods/34549,3.7.4.0,Blade and Blunt - A Combat Overhaul-34549-3-7-4-1719516332.7z
+,Blade and Blunt - Two-hand reach decrease,0,,d2024.8.15.0,C:/Users/Marius/Downloads/New folder/BB2HReachDecrease.7z
+,Blade and Blunt - Half Bow Stamina Drain [Optional Add-On for B&B],0,,d2024.8.6.0,C:/Users/Marius/Downloads/BladeAndBlunt_halfBowDrain.zip
+,Blade and Blunt VR,120494,https://www.nexusmods.com/skyrimspecialedition/mods/120494,1.0.1.0,Blade and Blunt VR-120494-1-0-1-1717471496.7z
+,Combat Pathing Revolution,86950,https://www.nexusmods.com/skyrimspecialedition/mods/86950,0.30.0.0,Combat Pathing Revolution-86950-v0-30-1678975298.7z
+,Combat Pathing Revolution VR,87895,https://www.nexusmods.com/skyrimspecialedition/mods/87895,0.30.1.0,Combat Pathing Revolution VR-87895-0-30-1-1694056363.7z
+,Enhanced Enemies (just higher level but no encounter zone change) - [Choose either Arena or Enhanced Enemies],35133,https://www.nexusmods.com/skyrimspecialedition/mods/35133,1.0.0.0,Enhanced Enemies-35133-1-0-1609936918.7z
+,Archery,10926,https://www.nexusmods.com/skyrimspecialedition/mods/10926,.2.4,Archery v.2.4-10926-v-2-4.7z
+,Conduit - Short-term Weapon Infusions,58023,https://www.nexusmods.com/skyrimspecialedition/mods/58023,2.7.0.0,Conduit-58023-2-7-1663677468.7z
+,Spellsiphon - Immersive Combat,26627,https://www.nexusmods.com/skyrimspecialedition/mods/26627,5.28.0.0,Spellsiphon - Complete Edition-26627-5-28-1719216785.7z
+,Spellsiphon - Immersive Combat - Adamant Patch,26627,https://www.nexusmods.com/skyrimspecialedition/mods/26627,5.28.0.0,Spellsiphon - Complete Edition-26627-5-28-1719216785.7z
+,Mysticism - A Magic Overhaul,27839,https://www.nexusmods.com/skyrimspecialedition/mods/27839,2.4.2.0,Mysticism - A Magic Overhaul-27839-2-4-2-1712790317.7z
+,Mysticism Spells Light Patch,0,,d2024.4.9.0,C:/Users/Marius/Downloads/spellsLightMysticismPatch.7z
+,EVG Animation Variance,38534,https://www.nexusmods.com/skyrimspecialedition/mods/38534,1.1.0.0,EVG Animation Variance 1.1-38534-1-1-1646956058.zip
+,EVG Conditional Idles,34006,https://www.nexusmods.com/skyrimspecialedition/mods/34006,1.51.0.0,EVG Conditional Idles-34006-1-51-1717175145.zip
+,MCM Recorder Idle Changes,0,,d2024.10.17.0,C:/Users/Marius/Downloads/MCM Recorder Idle Changes.7z
+,Injured Animations Dynamic Replacer SE,34663,https://www.nexusmods.com/skyrimspecialedition/mods/34663,1.1.0.0,Injured Animations Dynamic Replacer SE-34663-1-1-1615302930.zip
+,Take a Seat - New DAR Sitting Animations,54193,https://www.nexusmods.com/skyrimspecialedition/mods/54193,1.0.0.0,Take a Seat - DAR Animations-54193-1-0-1630519272.zip
+,Conditional tavern cheering,63029,https://www.nexusmods.com/skyrimspecialedition/mods/63029,1.3.0.0,Conditional Tavern Cheering (OAR)-63029-1-3-0-1705710145.zip
+,Arm Movement Animations,62849,https://www.nexusmods.com/skyrimspecialedition/mods/62849,2.2.0.0,Arm Movement Animations (OAR)-62849-2-2-0-1725838236.zip
+,Harkon dialoguemoving animation replacer (DAR folder),62849,https://www.nexusmods.com/skyrimspecialedition/mods/62849,1.0.0.0,Harkon dialoguemoving animation replacer (DAR folder)-62849-1-0-0-1643706700.zip
+,NPC Animation Remix,63471,https://www.nexusmods.com/skyrimspecialedition/mods/63471,2.0.0.0,NPC Animation Remix (OAR) - main archive-63471-2-0-0-1720883072.zip
+,NPC Animation Remix - Vanilla shield position patch,63471,https://www.nexusmods.com/skyrimspecialedition/mods/63471,2.0.0.0,NPC Animation Remix (OAR) - shield patch-63471-2-0-0-1720883215.zip
+,Gesture Animation Remix,64420,https://www.nexusmods.com/skyrimspecialedition/mods/64420,2.1.1.0,Gesture Animation Remix (OAR) - main archive-64420-2-1-1-1708878617.zip
+,Gesture Animation Remix - shield patch,64420,https://www.nexusmods.com/skyrimspecialedition/mods/64420,1.2.0.0,Gesture Animation Remix (OAR) - shield patch-64420-1-2-0-1711623692.zip
+,Sky Idles,45794,https://www.nexusmods.com/skyrimspecialedition/mods/45794,2.0.0.0,Sky Idles VR-45794-2-0-1643059399.zip
+,Sleeping Expanded - Animations and NPC reactions,59250,https://www.nexusmods.com/skyrimspecialedition/mods/59250,1.22.0.0,Sleeping Expanded-59250-1-22-1670752210.zip
+,Realistic Conversations - longer pause between sentences,1717,https://www.nexusmods.com/skyrimspecialedition/mods/1717,2.1.0.0,Realistic Voice with natural social behaviors - longer pause between sentences-1717-2-1.7z
+,Guard Dialogue Overhaul SE,22075,https://www.nexusmods.com/skyrimspecialedition/mods/22075,2.19.0.0,Guard Dialogue Overhaul SE - ESP-22075-2-19-1709382331.7z
+,Misc Dialogue Edits,28904,https://www.nexusmods.com/skyrimspecialedition/mods/28904,1.9.5.2,Misc Dialogue Edits-28904-1-9-5-2-1715115123.7z
+,More Dialogue Options,28905,https://www.nexusmods.com/skyrimspecialedition/mods/28905,1.5.1.0,More Dialogue Overhaul-28905-1-5-1-1714580727.7z
+,Extended Guard Dialogue,106523,https://www.nexusmods.com/skyrimspecialedition/mods/106523,1.0.4.0,Extended Guard Dialogue-106523-1-0-4-1728694076.zip
+,Extended Guard Dialogue - Dawnguard VA Fix,106523,https://www.nexusmods.com/skyrimspecialedition/mods/106523,1.0.0.0,Dawnguard VA Fix-106523-1-0-0-1711868060.zip
+,Hunters Not Bandits,1547,https://www.nexusmods.com/skyrimspecialedition/mods/1547,4.1.0.0,Hunters Not Bandits 4.1-1547-4-1-1687900022.7z
+,NPCs React To Frenzy,107492,https://www.nexusmods.com/skyrimspecialedition/mods/107492,1.0.0.0,NPCs React To Frenzy-107492-1-0-1703797576.rar
+,NPCs React To Invisibility,91480,https://www.nexusmods.com/skyrimspecialedition/mods/91480,1.11.0.0,NPCs React To Invisibility-91480-1-11-1724586730.zip
+,NPCs React To Necromancy (And More),70428,https://www.nexusmods.com/skyrimspecialedition/mods/70428,f1.02,NPCs React to Necromancy-70428-1-02-1662368574.zip
+,Brawl Lines Expansion and Fixes,94070,https://www.nexusmods.com/skyrimspecialedition/mods/94070,f1.02,Brawl Lines Expansion-94070-1-02-1688417773.zip
+,Carriages and Stables Dialogue Bundle,79297,https://www.nexusmods.com/skyrimspecialedition/mods/79297,1.0.0.0,Carriages and Stables Dialogue Bundle-79297-1-0-1669311428.zip
+,Civil War Lines Expansion,77566,https://www.nexusmods.com/skyrimspecialedition/mods/77566,1.1.0.0,Civil War Lines Expansion-77566-1-1-1721690396.zip
+,Extended Bandit Dialogue,113168,https://www.nexusmods.com/skyrimspecialedition/mods/113168,1.0.1.0,Extended Bandit Dialogue-113168-1-0-1-1728698482.zip
+,Bandit Lines Expansion,63733,https://www.nexusmods.com/skyrimspecialedition/mods/63733,f1.09,Bandit Lines Expansion-63733-1-09-1704806726.rar
+,Forsworn and Thalmor Lines Expansion,80188,https://www.nexusmods.com/skyrimspecialedition/mods/80188,f1.02,Forsworn and Thalmor Lines Expansion-80188-1-02-1704809037.rar
+,Vampire Lines Expansion,83484,https://www.nexusmods.com/skyrimspecialedition/mods/83484,f1.02,Vampire Lines Expansion-83484-1-02-1704808705.rar
+,Falmer 'Dialogue' Overhaul - Echolocation,114625,https://www.nexusmods.com/skyrimspecialedition/mods/114625,1.1.0.0,Falmer Dialogue Overhaul - Standalone Edition-114625-1-1-1712342556.zip
+,Falmer Sounds -The Betrayed Remaster-,46989,https://www.nexusmods.com/skyrimspecialedition/mods/46989,3.0.0.0,Falmer Sounds -The Betrayed Remaster--46989-3-0-1615700194.7z
+,Talkative Dragons,26955,https://www.nexusmods.com/skyrimspecialedition/mods/26955,1.1.0.0,Talkative Dragons-26955-1-1-1561665154.7z
+,2.98 - Late Load Visuals_separator,-1,,,
+,Dust Effects SSE,2407,https://www.nexusmods.com/skyrimspecialedition/mods/2407,1.0.0.0,DustEffectsSSE-2407-1-0.rar
+,Cathedral - Improved Mountain LOD and Z Fight Patch (WIP),37891,https://www.nexusmods.com/skyrimspecialedition/mods/37891,1.1.0.0,Mountain Z Fight Patch-37891-1-1-1604766784.7z
+,Lightened Skyrim,50755,https://www.nexusmods.com/skyrimspecialedition/mods/50755,f1.06,Lightened Skyrim-50755-1-06-1657375075.zip
+,Interior Floating Fog Remover,4298,https://www.nexusmods.com/skyrimspecialedition/mods/4298,1.1.0.0,No Floating Fog-4298-1-1.7z
+,Remove Interior Fog,104004,https://www.nexusmods.com/skyrimspecialedition/mods/104004,1.0.0.0,Remove Interior Fog-104004-1-0-1699106047.7z
+,Texture fixes - Less is more,44448,https://www.nexusmods.com/skyrimspecialedition/mods/44448,1.0.0.0,Less is more-44448-1-1610872737.7z
+,Reduced Fire_Candle_Torch Glow Effects,28596,https://www.nexusmods.com/skyrimspecialedition/mods/28596,1.2.1.0,Reduced Fire_Candle_Torch Glow Effects-28596-1-2-1-1572715408.7z
+,Less Distracting Blowing Snow Effects for ENB Particle Patch,36198,https://www.nexusmods.com/skyrimspecialedition/mods/36198,1.0.0.0,Less Distracting Blowing Snow Effects 1.0-36198-1-0-1589943324.7z
+,Ugly Wind-and-Snow Effect Remover,21615,https://www.nexusmods.com/skyrimspecialedition/mods/21615,1.0.0.0,Ugly Wind-And-Snow Remover-21615-1-0-1543784172.rar
+,No More Dead Shrub,22871,https://www.nexusmods.com/skyrimspecialedition/mods/22871,1.0.0.0,No More Dead Shrubs and Thickets-22871-1-0-1548371545.7z
+,No More of that dumb falling dust thingy in caves,69929,https://www.nexusmods.com/skyrimspecialedition/mods/69929,1.0.0.0,No more falling dust thing-69929-1-1655671854.zip
+,FloraFixer - Mutagen Patcher and Data,42057,https://www.nexusmods.com/skyrimspecialedition/mods/42057,1.0.0.0,Data Files-42057-1-1604616002.7z
+,HD Terrain Noise Texture SE,47057,https://www.nexusmods.com/skyrimspecialedition/mods/47057,1.1.0.0,HD Terrain Noise Texture SE-47057-1-1-1709926736.zip
+,FUS Conflict Resolution Patches - FUS DAH,0,,d2024.10.17.0,C:/Users/Marius/Downloads/FUS Conflict Resolution Patches.7z
+,Synthesis for FUS DAH,53186,https://www.nexusmods.com/skyrimspecialedition/mods/53186,1.1.0.0,patch -. FUSRO - Synthesis-53186-1-1-0-1631640771.7z
+,Logs and file tweaks,0,,,
